time,baro_altitude,accl_x,accl_y,accl_z,gps_altitude,gyro_roll,gyro_pitch,gyro_yaw
134.28099999999998,947.0719604,6.428659987,-4.896887487,2.216284224,969.0,-1.946913481,3.219977617,-3.005362511
134.33399999999997,947.0719604,5.212815571,-3.858153725,11.10535464,969.0,-1.990590453,8.536177635,-2.548357248
134.38899999999998,947.0719604,3.934742218,-3.896448117,15.59536512,969.0,-1.763689041,11.88749981,-2.154742002
134.432,945.4002686,-4.221949434,-0.488252669,15.75332901,969.0,-0.908281684,12.59696579,-3.88686204
134.48499999999999,944.8618164,-4.255457503,-0.64621682,12.46001766,969.0,0.463778943,5.651974678,-5.74202013
134.52999999999997,944.8618164,-4.241096777,1.828554264,7.204120493,969.0,0.601198077,3.784565926,-6.060001373
134.57899999999998,943.666748,-3.250231224,-1.311580837,7.486541092,969.0,0.66617924,1.251899719,-6.245357513
134.63799999999998,943.666748,-1.024373256,-1.306793928,6.103158963,969.0,0.437679946,1.769618273,-5.501802921
134.68499999999997,943.666748,0.234552773,-3.283738708,9.841642308,969.0,0.602795959,3.650875092,-4.362502575
134.73,941.5216064,-1.436037394,-1.986518306,12.52703204,969.0,0.463778943,6.208042622,-2.809879541
134.784,941.5216064,-3.226297265,-3.226297265,11.35905554,969.0,-0.056602739,6.371027946,-1.321172476
134.832,938.8275146,-3.862940341,-6.486102307,6.390365887,969.0,-0.58763659,4.741707325,-0.667103529
134.881,938.8275146,-4.403847581,-6.854684925,6.5579036,969.0,-0.566863894,4.235706329,-0.462572753
134.928,936.425293,-4.461289024,-6.25633595,8.386458302,969.0,-0.716000974,1.133123517,-0.593600273
134.98,933.8362427,-3.116200995,-4.552238244,5.179308379,969.0,-1.111214161,-4.025951862,-0.114231259
135.033,933.8362427,-3.341180152,-1.689737272,5.212815571,969.0,-0.166324496,-5.448080063,0.897237301
135.082,931.7547607,-6.414299846,-7.472180951,10.42563114,950.0,0.900005221,-6.95862484,1.021340609
135.131,931.7547607,-6.371218836,-4.403847581,10.69847851,950.0,1.499216437,-8.946409225,0.400291473
135.182,931.0020142,0.660577181,-3.245444316,11.04312775,950.0,1.75168407,-7.48220253,0.385910392
135.23,931.0020142,-0.339862152,-2.340740928,10.45435143,950.0,2.254488945,-3.579606295,1.564625502
135.28199999999998,930.9536133,1.345088321,-2.221071133,11.14364991,950.0,2.421202898,-2.298093319,1.716958284
135.32999999999998,930.9536133,0.976505338,-2.905582273,12.15844884,950.0,2.67367053,-0.088202119,2.62349844
135.38,930.0352173,-0.076588658,-2.848140538,12.38342829,950.0,1.831578135,0.044421587,2.895147324
135.43099999999998,930.0352173,-0.617496099,-2.254578617,10.64103677,950.0,1.168450952,-0.348128349,2.867450476
135.47699999999998,930.0352173,-0.550480948,-2.886434931,11.56967368,950.0,0.942614853,-0.665044546,2.783827066
135.53199999999998,928.5803833,0.890343173,-2.474771011,10.66975706,950.0,-0.039026313,-2.662947893,2.209116936
135.57999999999998,926.9578247,1.316367453,-3.393834978,10.00918002,950.0,-0.867269456,-2.698101759,2.205921173
135.64399999999998,926.9578247,2.527425545,-4.523517376,9.932590652,950.0,-1.108019114,-2.499962568,2.26291275
135.67999999999998,925.5331421,1.713671231,-4.260244119,5.873392606,950.0,-2.121618509,0.910481572,3.153473854
135.73,925.5331421,1.010012968,-2.144482493,4.944755113,950.0,-2.226014376,1.656699419,3.225379229
135.77999999999997,923.864563,-0.076588658,0.459531911,2.833780104,950.0,-1.985797048,1.156025052,2.715650082
135.82999999999998,923.864563,-0.191471636,0.124456567,3.762417597,950.0,-0.856616795,0.435906291,2.430691957
135.88,921.3890381,-0.181898074,0.641429985,4.255457503,950.0,0.058978017,-0.369433641,2.38115716
135.932,921.3890381,0.320714992,0.986079009,6.103158963,950.0,1.059261322,-1.150272489,2.450932026
135.982,919.892395,-1.474331641,1.981731397,6.385579562,950.0,2.714682341,-2.309812784,2.228824377
136.02999999999997,919.892395,-1.373809043,2.302446681,7.457820225,950.0,3.350645065,-2.544703722,2.032283068
136.082,919.2025146,0.526547025,0.205832015,11.22502444,931.0,5.359734058,-3.370283604,0.888189077
136.129,919.2025146,1.474331641,-1.876422182,11.18673151,931.0,4.575166702,-4.529291153,-0.757644534
136.17999999999998,917.7925415,2.618374765,-1.239778814,8.453472686,931.0,3.640397072,-5.492290497,-1.89534688
136.23,917.7925415,2.943876666,-0.028720747,10.0043937,931.0,2.32373023,-5.605741024,-2.545158386
136.28199999999998,916.3551636,3.714549971,1.201484494,3.800711989,931.0,-0.360736161,-3.124740124,-2.278842211
136.333,916.3551636,3.336393535,1.728031665,3.8868743,931.0,-1.586855531,-0.229883999,-1.695077181
136.381,913.5263672,3.910808551,1.646656117,6.490888631,931.0,-2.151445866,1.952310205,-1.321702003
136.42999999999998,913.5263672,1.464758116,0.670150779,9.09011693,931.0,-2.944535255,5.704171658,-0.83114773
136.48,911.2452393,-2.924729323,1.661016551,7.701946723,931.0,-2.982884645,8.077047348,-1.385617852
136.52999999999997,911.2452393,-2.881648314,1.479118404,9.903870368,931.0,-1.902706385,7.787296295,-2.554745674
136.57999999999998,911.0016479,-3.843793291,1.44561092,12.90518906,931.0,-1.330126762,7.474641323,-3.003221989
136.636,911.0016479,-7.682799673,0.636643222,6.773309231,931.0,-0.199881256,3.569381714,-3.889522076
136.67999999999998,909.5206299,-5.959554625,-0.55526782,5.126652968,931.0,0.017965334,0.066259511,-4.191524506
136.737,909.5206299,-4.944755113,-0.253699914,4.111853456,931.0,-0.138628542,-1.513527632,-4.09245491
136.77999999999997,907.897522,-2.426903239,-2.479557627,6.007423127,931.0,-0.415064663,-3.167350769,-3.438915253
136.832,907.897522,-2.082253996,-2.426903239,5.433008111,931.0,-0.466197342,-3.559368134,-2.601084709
136.88899999999998,905.2861328,-1.450397682,-0.287207472,5.677134025,931.0,0.022226391,-2.66348052,-1.17309761
136.92999999999998,902.8450317,-0.473892345,0.540907349,6.337711644,931.0,1.25047636,-2.26507163,-0.222881734
136.981,902.8450317,-0.004786791,0.363796148,8.472620904,931.0,1.759672761,-2.127120018,-0.002904633
137.03099999999998,902.8450317,1.297220403,-1.115322256,11.52180693,931.0,2.985259295,-0.425892681,0.898841739
137.08499999999998,901.5916748,-0.617496099,-0.732379058,11.82337341,911.0,3.379407167,2.119024038,1.947062016
137.152,901.5916748,-1.187124133,-0.732379058,14.50876431,911.0,3.359699965,3.186951876,2.600601673
137.17999999999998,900.5211792,-6.337711644,-1.503052363,12.86210747,911.0,-0.019851556,5.271141529,4.940455437
137.232,900.5211792,-6.644066203,-0.459531911,10.61710281,911.0,-2.508309364,-0.339606255,3.534838676
137.28699999999998,897.9099121,-5.346845508,1.991305214,9.09011693,911.0,-3.299800873,-5.209462643,2.820578814
137.32899999999998,897.9099121,-3.719336587,2.35510107,9.535288334,911.0,-3.104857445,-5.91040659,2.969715834
137.381,895.9412842,-2.120548388,2.398182225,9.664530778,911.0,-1.946383715,-7.527481079,3.511945724
137.43099999999998,895.9412842,1.632295829,1.306793928,9.018314469,911.0,0.060574472,-7.812439442,3.601427794
137.482,895.7849731,5.198454845,0.756313017,5.346845508,911.0,1.825717688,-7.531742096,2.882374287
137.52999999999997,895.7849731,4.79636445,0.201045234,4.145360941,911.0,2.326391935,-7.289927006,2.507933855
137.57999999999998,893.7265625,6.304203868,-0.009573582,0.856835616,911.0,3.307500362,-6.197498322,1.021889925
137.629,891.2110596,9.10926398,-12.29247994,5.389927101,911.0,3.131731749,0.444425702,1.362774611
137.684,891.2110596,0.770673378,-5.964341533,6.610558426,911.0,1.0267694,8.999565125,3.688779593
137.731,891.2110596,-0.335075353,-8.060956109,16.30859756,911.0,0.670438349,8.636842728,3.299425364
137.78099999999998,888.0419312,0.052654699,-0.311141431,7.807256377,911.0,-0.858748794,6.60218668,1.526292682
137.83499999999998,888.0419312,-0.785033739,0.201045234,7.390805256,911.0,-0.433175623,6.397123337,0.961169899
137.88,884.6848145,-3.484783906,-0.081375448,9.20021174,911.0,0.842478991,4.974463463,0.714558303
137.932,884.6848145,-5.648413742,-2.154055873,8.941725683,911.0,1.559401989,1.936329246,0.400837928
137.981,882.9190674,-2.029599315,-0.239339554,6.600984609,911.0,3.017216444,-2.66827631,-0.27986607
138.02999999999997,881.272522,-1.526986322,-6.749375272,17.18936539,911.0,4.370101929,-3.895993471,-1.043128014
138.08399999999997,881.272522,0.516973463,-3.470423764,15.9160804,889.0,2.754628658,-6.706693649,-2.614925861
138.131,879.5968628,4.935181296,-4.087919497,9.865576267,889.0,0.257648796,-7.805513859,-3.506019354
138.17999999999998,879.5968628,6.979141045,-1.967371109,4.55702486,889.0,-1.590052366,-1.918330193,-1.59120667
138.244,879.5968628,6.725441897,-1.68495051,4.255457503,889.0,-1.682197809,-0.191536427,-1.036736488
138.283,877.4030151,1.187124133,-4.552238244,14.71459613,889.0,-2.768234968,8.661343575,0.723080397
138.32999999999998,875.2727051,-3.470423764,-4.250670594,14.5374846,889.0,-3.374902964,10.08826542,0.033321697
138.38299999999998,875.2727051,-5.662773883,-2.694963259,10.68411837,889.0,-3.15545845,9.725009918,-1.264703035
138.432,871.8143311,-4.872953236,-0.971718575,6.529183316,889.0,-1.244907379,7.971583843,-2.16484642
138.482,871.8143311,-5.686707842,-3.049186027,3.700189537,889.0,-0.892837524,6.868502617,-2.101463318
138.53199999999998,868.0395508,-4.485223567,-6.720654404,2.321593586,889.0,-0.252080947,0.785309732,-2.189880133
138.583,868.0395508,-4.10706684,-7.993941724,0.33028859,889.0,0.333281875,-1.916200995,-1.174683094
138.63,865.4845581,-4.399060965,-5.53831718,1.196697731,889.0,0.8744362,-2.712486029,-0.907834411
138.67999999999998,865.4845581,-2.580080372,-4.126214182,6.208468032,889.0,2.895242929,-7.092853546,-1.526752949
138.73,862.9602051,-4.987836123,-3.307672668,7.965220273,889.0,4.25931406,-8.799940109,-3.735046387
138.815,862.9602051,-3.580519742,-2.565719938,8.477407229,889.0,4.277423382,-8.975175858,-4.760363102
138.831,861.6831055,10.35382926,0.215405595,3.776778322,889.0,2.484583378,-3.913571835,-6.326834679
138.881,861.6831055,4.42778154,2.393395463,12.88604143,889.0,3.164755583,8.34975338,-2.775247574
138.934,860.1463013,-2.144482493,-0.732379058,23.03403888,889.0,3.096045971,13.95783806,0.386990041
138.981,860.1463013,-10.8564424,-3.408195412,17.4526401,889.0,-0.199882373,14.07927799,2.012050867
139.02999999999997,858.2280884,-10.71283865,-2.206710553,11.32554777,889.0,-1.070203424,11.29094887,1.046388745
139.083,858.2280884,-8.951300085,-1.53177323,6.428659987,868.0,-1.951709747,2.557378292,-1.852728486
139.129,856.4650879,-10.70326366,-3.125774521,14.86298621,868.0,-2.87529397,-7.109896183,-3.943310022
139.17999999999998,856.4650879,-8.463046503,-0.617496099,14.18804903,868.0,-4.75761652,-11.88973808,-3.564075947
139.23499999999999,854.4133911,-1.885995707,2.379035321,9.793774974,868.0,-5.054292679,-13.32092094,0.431198537
139.28199999999998,854.4133911,-1.062667575,-3.446489513,5.433008111,868.0,-1.481928229,-13.06738853,2.80833602
139.32999999999998,850.7950439,-0.488252669,-3.460849947,4.55702486,868.0,-1.481928229,-13.06738853,2.80833602
139.38299999999998,850.7950439,-0.564841381,-8.793335021,8.530061471,868.0,4.094198704,-13.32784557,-0.301170796
139.42999999999998,847.4880371,0.842475255,-7.443460083,4.183655626,868.0,3.983410597,-13.67459011,-3.746764421
139.482,847.4880371,5.705854893,-6.040930319,-2.627948582,868.0,-0.182306111,-6.572472095,-3.796299219
139.53099999999998,845.8932495,8.065743601,-3.795925373,-3.274165183,868.0,-2.607913256,4.166991711,-0.999980032
139.581,845.8932495,4.671908039,-3.312459576,0.660577181,868.0,-2.799128294,8.431777954,-0.596777439
139.63,845.0889282,-1.550920281,-0.837688492,18.59668381,868.0,-2.293660402,17.44231796,-2.062048674
139.67999999999998,845.0889282,-6.835537875,0.88555641,21.5788537,868.0,1.865132093,17.12753105,-3.626922131
139.732,843.1870117,-4.987836123,2.388608846,12.20631793,868.0,4.168766499,9.068273544,-3.540103197
139.78099999999998,843.1870117,-5.677134025,1.718457848,10.8947365,868.0,4.465442657,7.255725861,-3.338235617
139.83999999999997,841.71521,-5.945194483,1.670590076,7.208907402,868.0,4.724301815,3.81225872,-2.681499958
