checksum,uptime mp,uptime nav, errorflag mp, errorflag nav,accel x, accel y, accel z, gyro x, gyro y, gyro z, mag x, mag y, mag z, magraw x, magraw y, magraw z, euler x, euler y, euler z, quat w, quat x, quat y, quat z, altitude, pressure, verticalvel,maxrecorded alt,altitudeagl,filteredalt,imutemp, barotemp, state,checksum2
101,444627,444346,0,0,-18.840385,2.633783,-26.514778,155.944393,-54.841225,853.459075,-13.107906,16.316536,13.358667,-2908.000000,-664.000000,914.000000,19.304309,74.020365,-112.015355,0.523803,-0.417171,0.442786,-0.596271,1356.303589,85922.460938,0.977616,125.338867,125.338867,122.576416,25.250000,27.437729,3,202
101,444734,444475,0,0,-5.046441,5.382374,-18.048120,109.752773,-136.454079,1028.688015,-8.543056,16.848598,-60.377087,-2161.000000,-571.000000,-4131.000000,19.304309,74.020365,-112.015355,0.523803,-0.417171,0.442786,-0.596271,1351.194824,86149.304688,1.407083,125.338867,120.230103,122.204109,25.250000,27.428381,3,202
101,444859,444685,0,0,-3.536916,6.837119,-12.104231,70.160612,-105.018263,1085.536172,-14.378975,12.334659,-2.031570,-3116.000000,-1360.000000,-139.000000,152.641587,57.545327,62.646980,-0.066059,0.786715,-0.345521,0.507279,1346.759277,86179.476562,1.345182,125.338867,115.794556,116.227219,25.250000,27.419035,3,202
101,444972,444816,0,0,0.166980,5.231959,-14.065427,155.222934,-69.124793,1038.664026,-5.365383,18.130121,-63.110203,-1641.000000,-347.000000,-4318.000000,152.641587,57.545327,62.646980,-0.066059,0.786715,-0.345521,0.507279,1342.957031,86203.960938,-0.092813,125.338867,111.992310,116.339363,25.250000,27.405014,3,202
101,445142,444947,0,0,0.381332,4.953772,-12.340269,41.858486,-115.927353,1039.253936,-13.572333,12.735134,2.382344,-2984.000000,-1290.000000,163.000000,128.886394,68.069344,94.401834,-0.127590,0.685119,-0.384505,0.605383,1339.505859,86231.687500,-6.239161,125.338867,108.541138,109.229752,25.250000,27.419035,3,202
101,445257,444947,0,0,0.381332,4.953772,-12.340269,41.858486,-115.927353,1039.253936,-13.572333,12.735134,2.382344,-2984.000000,-1290.000000,163.000000,128.886394,68.069344,94.401834,-0.127590,0.685119,-0.384505,0.605383,1339.505859,86231.687500,-6.239161,125.338867,108.541138,109.229752,25.250000,27.419035,3,202
101,445371,445127,0,0,1.860028,4.677652,-10.703990,7.685083,-142.129625,1090.683293,-1.222186,11.951345,-47.296112,-963.000000,-1427.000000,-3236.000000,128.886394,68.069344,94.401834,-0.127590,0.685119,-0.384505,0.605383,1337.287109,86224.773438,-12.670506,125.338867,106.322388,108.313171,25.250000,27.423708,3,202
101,445486,445321,0,0,1.611486,3.907426,-7.975947,68.123938,-160.970866,1077.854886,-13.792328,12.220237,-1.973107,-3020.000000,-1380.000000,-135.000000,104.220204,62.079589,112.412052,-0.045499,0.639271,-0.385804,0.663640,1334.560913,86265.984375,-15.842672,125.338867,103.596191,104.103577,25.250000,27.437729,3,202
101,445603,445452,0,0,-1.863047,3.175575,-7.165433,101.023381,-80.590345,973.865311,-11.916279,12.820951,-49.298450,-2713.000000,-1275.000000,-3373.000000,104.220204,62.079589,112.412052,-0.045499,0.639271,-0.385804,0.663640,1333.585449,86233.210938,-17.180239,125.338867,102.620728,102.236488,25.250000,27.423708,3,202
101,445724,445452,0,0,-1.863047,3.175575,-7.165433,101.023381,-80.590345,973.865311,-11.916279,12.820951,-49.298450,-2713.000000,-1275.000000,-3373.000000,104.220204,62.079589,112.412052,-0.045499,0.639271,-0.385804,0.663640,1333.585449,86233.210938,-17.180239,125.338867,102.620728,102.236488,25.250000,27.423708,3,202
